,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
3810,Caucasian_1090/Caucasian_1090_4.png,Caucasian_1090_4,enrolled,Caucasian_1090,Caucasian,1,Caucasian_1090,29.0,100.0,99.0,100.0,1-3
3841,Caucasian_1100/Caucasian_1100_67.png,Caucasian_1100_67,enrolled,Caucasian_1100,Caucasian,6,Caucasian_1100,30.0,89.0,99.0,99.0,4-6
3842,Caucasian_1100/Caucasian_1100_69.png,Caucasian_1100_69,enrolled,Caucasian_1100,Caucasian,6,Caucasian_1100,48.0,99.0,93.0,100.0,4-6
3845,Caucasian_1102/Caucasian_1102_14.png,Caucasian_1102_14,enrolled,Caucasian_1102,Caucasian,13,Caucasian_1102,55.0,99.0,100.0,100.0,13-15
3857,Caucasian_1107/Caucasian_1107_11.png,Caucasian_1107_11,enrolled,Caucasian_1107,Caucasian,4,Caucasian_1107,34.0,100.0,91.0,100.0,4-6
3860,Caucasian_111/Caucasian_111_9.png,Caucasian_111_9,enrolled,Caucasian_111,Caucasian,13,Caucasian_111,47.0,100.0,98.0,100.0,13-15
3863,Caucasian_1111/Caucasian_1111_35.png,Caucasian_1111_35,enrolled,Caucasian_1111,Caucasian,8,Caucasian_1111,53.0,96.0,98.0,100.0,7-9
3865,Caucasian_1111/Caucasian_1111_64.png,Caucasian_1111_64,enrolled,Caucasian_1111,Caucasian,11,Caucasian_1111,66.0,85.0,100.0,100.0,10-12
3866,Caucasian_1112/Caucasian_1112_22.png,Caucasian_1112_22,enrolled,Caucasian_1112,Caucasian,11,Caucasian_1112,64.0,99.0,100.0,100.0,10-12
3867,Caucasian_1112/Caucasian_1112_29.png,Caucasian_1112_29,enrolled,Caucasian_1112,Caucasian,8,Caucasian_1112,72.0,99.0,100.0,100.0,7-9
3878,Caucasian_1118/Caucasian_1118_11.png,Caucasian_1118_11,enrolled,Caucasian_1118,Caucasian,8,Caucasian_1118,32.0,99.0,96.0,100.0,7-9
3882,Caucasian_1119/Caucasian_1119_1.png,Caucasian_1119_1,enrolled,Caucasian_1119,Caucasian,6,Caucasian_1119,49.0,97.0,98.0,100.0,4-6
3883,Caucasian_1119/Caucasian_1119_15.png,Caucasian_1119_15,enrolled,Caucasian_1119,Caucasian,8,Caucasian_1119,39.0,99.0,100.0,100.0,7-9
3890,Caucasian_1123/Caucasian_1123_1.png,Caucasian_1123_1,enrolled,Caucasian_1123,Caucasian,8,Caucasian_1123,34.0,100.0,100.0,100.0,7-9
3893,Caucasian_1123/Caucasian_1123_2.png,Caucasian_1123_2,enrolled,Caucasian_1123,Caucasian,8,Caucasian_1123,38.0,94.0,100.0,100.0,7-9
3906,Caucasian_1128/Caucasian_1128_8.png,Caucasian_1128_8,enrolled,Caucasian_1128,Caucasian,3,Caucasian_1128,30.0,100.0,99.0,100.0,1-3
3913,Caucasian_113/Caucasian_113_38.png,Caucasian_113_38,enrolled,Caucasian_113,Caucasian,3,Caucasian_113,32.0,98.0,99.0,100.0,1-3
3917,Caucasian_1133/Caucasian_1133_12.png,Caucasian_1133_12,enrolled,Caucasian_1133,Caucasian,2,Caucasian_1133,32.0,100.0,98.0,100.0,1-3
3918,Caucasian_1133/Caucasian_1133_17.png,Caucasian_1133_17,enrolled,Caucasian_1133,Caucasian,2,Caucasian_1133,32.0,100.0,96.0,100.0,1-3
3924,Caucasian_1135/Caucasian_1135_16.png,Caucasian_1135_16,enrolled,Caucasian_1135,Caucasian,8,Caucasian_1135,61.0,96.0,98.0,100.0,7-9
3936,Caucasian_114/Caucasian_114_2.png,Caucasian_114_2,enrolled,Caucasian_114,Caucasian,1,Caucasian_114,38.0,100.0,99.0,100.0,1-3
3952,Caucasian_115/Caucasian_115_9.png,Caucasian_115_9,enrolled,Caucasian_115,Caucasian,3,Caucasian_115,37.0,95.0,100.0,100.0,1-3
3990,Caucasian_1173/Caucasian_1173_2.png,Caucasian_1173_2,enrolled,Caucasian_1173,Caucasian,7,Caucasian_1173,48.0,98.0,100.0,100.0,7-9
3991,Caucasian_1173/Caucasian_1173_9.png,Caucasian_1173_9,enrolled,Caucasian_1173,Caucasian,11,Caucasian_1173,57.0,100.0,100.0,100.0,10-12
4028,Caucasian_12/Caucasian_12_0.png,Caucasian_12_0,enrolled,Caucasian_12,Caucasian,8,Caucasian_12,56.0,99.0,99.0,100.0,7-9
4029,Caucasian_12/Caucasian_12_10.png,Caucasian_12_10,enrolled,Caucasian_12,Caucasian,10,Caucasian_12,55.0,93.0,97.0,100.0,10-12
4030,Caucasian_12/Caucasian_12_11.png,Caucasian_12_11,enrolled,Caucasian_12,Caucasian,11,Caucasian_12,54.0,97.0,98.0,100.0,10-12
4031,Caucasian_12/Caucasian_12_4.png,Caucasian_12_4,enrolled,Caucasian_12,Caucasian,10,Caucasian_12,32.0,100.0,100.0,100.0,10-12
4032,Caucasian_12/Caucasian_12_5.png,Caucasian_12_5,enrolled,Caucasian_12,Caucasian,7,Caucasian_12,44.0,98.0,98.0,100.0,7-9
4033,Caucasian_12/Caucasian_12_8.png,Caucasian_12_8,enrolled,Caucasian_12,Caucasian,9,Caucasian_12,62.0,100.0,99.0,100.0,7-9
4057,Caucasian_1210/Caucasian_1210_16.png,Caucasian_1210_16,enrolled,Caucasian_1210,Caucasian,4,Caucasian_1210,32.0,97.0,100.0,100.0,4-6
4084,Caucasian_1230/Caucasian_1230_17.png,Caucasian_1230_17,enrolled,Caucasian_1230,Caucasian,8,Caucasian_1230,34.0,100.0,99.0,100.0,7-9
4088,Caucasian_1233/Caucasian_1233_31.png,Caucasian_1233_31,enrolled,Caucasian_1233,Caucasian,4,Caucasian_1233,36.0,93.0,99.0,100.0,4-6
4101,Caucasian_1239/Caucasian_1239_12.png,Caucasian_1239_12,enrolled,Caucasian_1239,Caucasian,4,Caucasian_1239,31.0,100.0,100.0,100.0,4-6
4114,Caucasian_1251/Caucasian_1251_1.png,Caucasian_1251_1,enrolled,Caucasian_1251,Caucasian,3,Caucasian_1251,30.0,92.0,100.0,100.0,1-3
4118,Caucasian_1252/Caucasian_1252_4.png,Caucasian_1252_4,enrolled,Caucasian_1252,Caucasian,4,Caucasian_1252,35.0,100.0,99.0,100.0,4-6
4119,Caucasian_1252/Caucasian_1252_7.png,Caucasian_1252_7,enrolled,Caucasian_1252,Caucasian,3,Caucasian_1252,32.0,100.0,88.0,100.0,1-3
4129,Caucasian_1257/Caucasian_1257_22.png,Caucasian_1257_22,enrolled,Caucasian_1257,Caucasian,2,Caucasian_1257,33.0,99.0,99.0,100.0,1-3
4164,Caucasian_1277/Caucasian_1277_1.png,Caucasian_1277_1,enrolled,Caucasian_1277,Caucasian,6,Caucasian_1277,30.0,100.0,97.0,100.0,4-6
4165,Caucasian_1277/Caucasian_1277_4.png,Caucasian_1277_4,enrolled,Caucasian_1277,Caucasian,6,Caucasian_1277,35.0,96.0,99.0,100.0,4-6
4167,Caucasian_1278/Caucasian_1278_1.png,Caucasian_1278_1,enrolled,Caucasian_1278,Caucasian,12,Caucasian_1278,29.0,99.0,93.0,100.0,10-12
4173,Caucasian_128/Caucasian_128_82.png,Caucasian_128_82,enrolled,Caucasian_128,Caucasian,2,Caucasian_128,33.0,99.0,100.0,100.0,1-3
4176,Caucasian_1281/Caucasian_1281_3.png,Caucasian_1281_3,enrolled,Caucasian_1281,Caucasian,5,Caucasian_1281,35.0,100.0,99.0,100.0,4-6
4183,Caucasian_1285/Caucasian_1285_4.png,Caucasian_1285_4,enrolled,Caucasian_1285,Caucasian,6,Caucasian_1285,39.0,100.0,97.0,100.0,4-6
4203,Caucasian_1293/Caucasian_1293_47.png,Caucasian_1293_47,enrolled,Caucasian_1293,Caucasian,8,Caucasian_1293,59.0,98.0,95.0,100.0,7-9
4206,Caucasian_1293/Caucasian_1293_94.png,Caucasian_1293_94,enrolled,Caucasian_1293,Caucasian,9,Caucasian_1293,33.0,100.0,97.0,100.0,7-9
4217,Caucasian_1298/Caucasian_1298_31.png,Caucasian_1298_31,enrolled,Caucasian_1298,Caucasian,11,Caucasian_1298,31.0,88.0,98.0,100.0,10-12
4218,Caucasian_1298/Caucasian_1298_61.png,Caucasian_1298_61,enrolled,Caucasian_1298,Caucasian,13,Caucasian_1298,36.0,92.0,98.0,100.0,13-15
4223,Caucasian_130/Caucasian_130_0.png,Caucasian_130_0,enrolled,Caucasian_130,Caucasian,6,Caucasian_130,58.0,100.0,97.0,100.0,4-6
4224,Caucasian_130/Caucasian_130_7.png,Caucasian_130_7,enrolled,Caucasian_130,Caucasian,6,Caucasian_130,32.0,85.0,98.0,100.0,4-6
4236,Caucasian_1305/Caucasian_1305_56.png,Caucasian_1305_56,enrolled,Caucasian_1305,Caucasian,4,Caucasian_1305,40.0,100.0,89.0,100.0,4-6
4238,Caucasian_1307/Caucasian_1307_19.png,Caucasian_1307_19,enrolled,Caucasian_1307,Caucasian,3,Caucasian_1307,45.0,99.0,97.0,100.0,1-3
4255,Caucasian_1314/Caucasian_1314_12.png,Caucasian_1314_12,enrolled,Caucasian_1314,Caucasian,8,Caucasian_1314,59.0,98.0,97.0,100.0,7-9
4257,Caucasian_1314/Caucasian_1314_18.png,Caucasian_1314_18,enrolled,Caucasian_1314,Caucasian,6,Caucasian_1314,44.0,83.0,100.0,100.0,4-6
4258,Caucasian_1314/Caucasian_1314_40.png,Caucasian_1314_40,enrolled,Caucasian_1314,Caucasian,5,Caucasian_1314,40.0,97.0,96.0,100.0,4-6
4268,Caucasian_1317/Caucasian_1317_14.png,Caucasian_1317_14,enrolled,Caucasian_1317,Caucasian,12,Caucasian_1317,49.0,95.0,78.0,100.0,10-12
4269,Caucasian_1317/Caucasian_1317_16.png,Caucasian_1317_16,enrolled,Caucasian_1317,Caucasian,7,Caucasian_1317,45.0,99.0,85.0,100.0,7-9
4270,Caucasian_1317/Caucasian_1317_17.png,Caucasian_1317_17,enrolled,Caucasian_1317,Caucasian,7,Caucasian_1317,51.0,97.0,95.0,100.0,7-9
4271,Caucasian_1318/Caucasian_1318_29.png,Caucasian_1318_29,enrolled,Caucasian_1318,Caucasian,13,Caucasian_1318,55.0,75.0,98.0,100.0,13-15
4272,Caucasian_1318/Caucasian_1318_31.png,Caucasian_1318_31,enrolled,Caucasian_1318,Caucasian,14,Caucasian_1318,74.0,99.0,91.0,100.0,13-15
4284,Caucasian_1322/Caucasian_1322_10.png,Caucasian_1322_10,enrolled,Caucasian_1322,Caucasian,13,Caucasian_1322,71.0,100.0,97.0,100.0,13-15
4285,Caucasian_1322/Caucasian_1322_16.png,Caucasian_1322_16,enrolled,Caucasian_1322,Caucasian,15,Caucasian_1322,30.0,92.0,94.0,100.0,13-15
4286,Caucasian_1322/Caucasian_1322_7.png,Caucasian_1322_7,enrolled,Caucasian_1322,Caucasian,13,Caucasian_1322,56.0,100.0,99.0,100.0,13-15
4287,Caucasian_1322/Caucasian_1322_9.png,Caucasian_1322_9,enrolled,Caucasian_1322,Caucasian,12,Caucasian_1322,39.0,91.0,92.0,100.0,10-12
4290,Caucasian_1323/Caucasian_1323_83.png,Caucasian_1323_83,enrolled,Caucasian_1323,Caucasian,6,Caucasian_1323,39.0,100.0,97.0,100.0,4-6
4294,Caucasian_1325/Caucasian_1325_74.png,Caucasian_1325_74,enrolled,Caucasian_1325,Caucasian,12,Caucasian_1325,30.0,100.0,98.0,100.0,10-12
4296,Caucasian_1326/Caucasian_1326_5.png,Caucasian_1326_5,enrolled,Caucasian_1326,Caucasian,7,Caucasian_1326,43.0,100.0,98.0,96.0,7-9
4300,Caucasian_1327/Caucasian_1327_10.png,Caucasian_1327_10,enrolled,Caucasian_1327,Caucasian,5,Caucasian_1327,36.0,100.0,99.0,100.0,4-6
4301,Caucasian_1327/Caucasian_1327_15.png,Caucasian_1327_15,enrolled,Caucasian_1327,Caucasian,6,Caucasian_1327,31.0,100.0,100.0,100.0,4-6
4302,Caucasian_1327/Caucasian_1327_9.png,Caucasian_1327_9,enrolled,Caucasian_1327,Caucasian,5,Caucasian_1327,31.0,97.0,100.0,100.0,4-6
4322,Caucasian_1333/Caucasian_1333_58.png,Caucasian_1333_58,enrolled,Caucasian_1333,Caucasian,4,Caucasian_1333,31.0,94.0,96.0,100.0,4-6
4331,Caucasian_1336/Caucasian_1336_6.png,Caucasian_1336_6,enrolled,Caucasian_1336,Caucasian,13,Caucasian_1336,40.0,100.0,100.0,100.0,13-15
4332,Caucasian_1337/Caucasian_1337_30.png,Caucasian_1337_30,enrolled,Caucasian_1337,Caucasian,9,Caucasian_1337,48.0,99.0,100.0,100.0,7-9
4333,Caucasian_1337/Caucasian_1337_49.png,Caucasian_1337_49,enrolled,Caucasian_1337,Caucasian,11,Caucasian_1337,32.0,100.0,98.0,100.0,10-12
4334,Caucasian_1337/Caucasian_1337_56.png,Caucasian_1337_56,enrolled,Caucasian_1337,Caucasian,9,Caucasian_1337,33.0,98.0,100.0,100.0,7-9
4340,Caucasian_1339/Caucasian_1339_7.png,Caucasian_1339_7,enrolled,Caucasian_1339,Caucasian,5,Caucasian_1339,32.0,96.0,98.0,100.0,4-6
4344,Caucasian_1341/Caucasian_1341_1.png,Caucasian_1341_1,enrolled,Caucasian_1341,Caucasian,2,Caucasian_1341,38.0,100.0,99.0,100.0,1-3
4347,Caucasian_1342/Caucasian_1342_2.png,Caucasian_1342_2,enrolled,Caucasian_1342,Caucasian,3,Caucasian_1342,32.0,95.0,93.0,100.0,1-3
4360,Caucasian_1347/Caucasian_1347_13.png,Caucasian_1347_13,enrolled,Caucasian_1347,Caucasian,5,Caucasian_1347,36.0,99.0,100.0,100.0,4-6
4361,Caucasian_1347/Caucasian_1347_19.png,Caucasian_1347_19,enrolled,Caucasian_1347,Caucasian,5,Caucasian_1347,44.0,99.0,97.0,100.0,4-6
4362,Caucasian_1347/Caucasian_1347_49.png,Caucasian_1347_49,enrolled,Caucasian_1347,Caucasian,9,Caucasian_1347,47.0,100.0,99.0,100.0,7-9
4365,Caucasian_1349/Caucasian_1349_19.png,Caucasian_1349_19,enrolled,Caucasian_1349,Caucasian,5,Caucasian_1349,38.0,99.0,98.0,100.0,4-6
4372,Caucasian_1351/Caucasian_1351_0.png,Caucasian_1351_0,enrolled,Caucasian_1351,Caucasian,8,Caucasian_1351,56.0,99.0,99.0,100.0,7-9
4373,Caucasian_1351/Caucasian_1351_20.png,Caucasian_1351_20,enrolled,Caucasian_1351,Caucasian,7,Caucasian_1351,29.0,100.0,97.0,100.0,7-9
4374,Caucasian_1351/Caucasian_1351_45.png,Caucasian_1351_45,enrolled,Caucasian_1351,Caucasian,8,Caucasian_1351,42.0,99.0,92.0,100.0,7-9
4379,Caucasian_1355/Caucasian_1355_13.png,Caucasian_1355_13,enrolled,Caucasian_1355,Caucasian,11,Caucasian_1355,44.0,100.0,99.0,98.0,10-12
4380,Caucasian_1355/Caucasian_1355_20.png,Caucasian_1355_20,enrolled,Caucasian_1355,Caucasian,8,Caucasian_1355,51.0,99.0,100.0,100.0,7-9
4381,Caucasian_1355/Caucasian_1355_22.png,Caucasian_1355_22,enrolled,Caucasian_1355,Caucasian,10,Caucasian_1355,35.0,100.0,92.0,100.0,10-12
4382,Caucasian_1355/Caucasian_1355_24.png,Caucasian_1355_24,enrolled,Caucasian_1355,Caucasian,9,Caucasian_1355,48.0,100.0,99.0,100.0,7-9
4383,Caucasian_1355/Caucasian_1355_8.png,Caucasian_1355_8,enrolled,Caucasian_1355,Caucasian,12,Caucasian_1355,47.0,95.0,97.0,100.0,10-12
4401,Caucasian_1360/Caucasian_1360_99.png,Caucasian_1360_99,enrolled,Caucasian_1360,Caucasian,8,Caucasian_1360,45.0,95.0,95.0,100.0,7-9
4402,Caucasian_1362/Caucasian_1362_0.png,Caucasian_1362_0,enrolled,Caucasian_1362,Caucasian,9,Caucasian_1362,40.0,100.0,99.0,100.0,7-9
4406,Caucasian_1363/Caucasian_1363_0.png,Caucasian_1363_0,enrolled,Caucasian_1363,Caucasian,11,Caucasian_1363,42.0,100.0,96.0,100.0,10-12
4415,Caucasian_1366/Caucasian_1366_39.png,Caucasian_1366_39,enrolled,Caucasian_1366,Caucasian,6,Caucasian_1366,37.0,100.0,100.0,97.0,4-6
4416,Caucasian_1366/Caucasian_1366_40.png,Caucasian_1366_40,enrolled,Caucasian_1366,Caucasian,8,Caucasian_1366,39.0,99.0,97.0,100.0,7-9
4425,Caucasian_1369/Caucasian_1369_16.png,Caucasian_1369_16,enrolled,Caucasian_1369,Caucasian,8,Caucasian_1369,30.0,83.0,100.0,100.0,7-9
4426,Caucasian_1369/Caucasian_1369_34.png,Caucasian_1369_34,enrolled,Caucasian_1369,Caucasian,7,Caucasian_1369,30.0,99.0,93.0,100.0,7-9
4427,Caucasian_1369/Caucasian_1369_8.png,Caucasian_1369_8,enrolled,Caucasian_1369,Caucasian,6,Caucasian_1369,53.0,94.0,100.0,100.0,4-6
4428,Caucasian_137/Caucasian_137_0.png,Caucasian_137_0,enrolled,Caucasian_137,Caucasian,10,Caucasian_137,37.0,97.0,100.0,100.0,10-12
4429,Caucasian_137/Caucasian_137_8.png,Caucasian_137_8,enrolled,Caucasian_137,Caucasian,5,Caucasian_137,53.0,98.0,100.0,100.0,4-6
4430,Caucasian_137/Caucasian_137_9.png,Caucasian_137_9,enrolled,Caucasian_137,Caucasian,5,Caucasian_137,36.0,100.0,88.0,100.0,4-6
4436,Caucasian_1373/Caucasian_1373_6.png,Caucasian_1373_6,enrolled,Caucasian_1373,Caucasian,7,Caucasian_1373,41.0,95.0,95.0,100.0,7-9
4438,Caucasian_1374/Caucasian_1374_2.png,Caucasian_1374_2,enrolled,Caucasian_1374,Caucasian,1,Caucasian_1374,36.0,100.0,100.0,100.0,1-3
4441,Caucasian_1375/Caucasian_1375_3.png,Caucasian_1375_3,enrolled,Caucasian_1375,Caucasian,3,Caucasian_1375,32.0,100.0,98.0,100.0,1-3
4443,Caucasian_1376/Caucasian_1376_18.png,Caucasian_1376_18,enrolled,Caucasian_1376,Caucasian,2,Caucasian_1376,30.0,99.0,94.0,100.0,1-3
4446,Caucasian_1378/Caucasian_1378_68.png,Caucasian_1378_68,enrolled,Caucasian_1378,Caucasian,3,Caucasian_1378,29.0,99.0,98.0,100.0,1-3
4454,Caucasian_1380/Caucasian_1380_16.png,Caucasian_1380_16,enrolled,Caucasian_1380,Caucasian,7,Caucasian_1380,35.0,100.0,84.0,100.0,7-9
4486,Caucasian_1390/Caucasian_1390_3.png,Caucasian_1390_3,enrolled,Caucasian_1390,Caucasian,3,Caucasian_1390,40.0,99.0,100.0,100.0,1-3
4508,Caucasian_1401/Caucasian_1401_11.png,Caucasian_1401_11,enrolled,Caucasian_1401,Caucasian,1,Caucasian_1401,29.0,97.0,100.0,99.0,1-3
4516,Caucasian_1404/Caucasian_1404_21.png,Caucasian_1404_21,enrolled,Caucasian_1404,Caucasian,5,Caucasian_1404,33.0,96.0,99.0,100.0,4-6
4517,Caucasian_1404/Caucasian_1404_5.png,Caucasian_1404_5,enrolled,Caucasian_1404,Caucasian,5,Caucasian_1404,38.0,100.0,100.0,100.0,4-6
4520,Caucasian_1405/Caucasian_1405_116.png,Caucasian_1405_116,enrolled,Caucasian_1405,Caucasian,7,Caucasian_1405,30.0,100.0,96.0,100.0,7-9
4521,Caucasian_1405/Caucasian_1405_126.png,Caucasian_1405_126,enrolled,Caucasian_1405,Caucasian,8,Caucasian_1405,35.0,93.0,100.0,100.0,7-9
4522,Caucasian_1405/Caucasian_1405_174.png,Caucasian_1405_174,enrolled,Caucasian_1405,Caucasian,8,Caucasian_1405,72.0,89.0,99.0,100.0,7-9
4524,Caucasian_1405/Caucasian_1405_43.png,Caucasian_1405_43,enrolled,Caucasian_1405,Caucasian,5,Caucasian_1405,66.0,100.0,93.0,100.0,4-6
4525,Caucasian_1405/Caucasian_1405_66.png,Caucasian_1405_66,enrolled,Caucasian_1405,Caucasian,8,Caucasian_1405,37.0,98.0,98.0,100.0,7-9
4536,Caucasian_141/Caucasian_141_9.png,Caucasian_141_9,enrolled,Caucasian_141,Caucasian,1,Caucasian_141,43.0,95.0,100.0,100.0,1-3
4539,Caucasian_1410/Caucasian_1410_78.png,Caucasian_1410_78,enrolled,Caucasian_1410,Caucasian,8,Caucasian_1410,42.0,100.0,100.0,100.0,7-9
4541,Caucasian_142/Caucasian_142_3.png,Caucasian_142_3,enrolled,Caucasian_142,Caucasian,8,Caucasian_142,45.0,99.0,98.0,100.0,7-9
4542,Caucasian_142/Caucasian_142_4.png,Caucasian_142_4,enrolled,Caucasian_142,Caucasian,6,Caucasian_142,54.0,100.0,99.0,100.0,4-6
4543,Caucasian_142/Caucasian_142_5.png,Caucasian_142_5,enrolled,Caucasian_142,Caucasian,9,Caucasian_142,45.0,100.0,100.0,100.0,7-9
4547,Caucasian_143/Caucasian_143_63.png,Caucasian_143_63,enrolled,Caucasian_143,Caucasian,9,Caucasian_143,55.0,99.0,96.0,100.0,7-9
4557,Caucasian_147/Caucasian_147_34.png,Caucasian_147_34,enrolled,Caucasian_147,Caucasian,5,Caucasian_147,43.0,100.0,97.0,100.0,4-6
4560,Caucasian_148/Caucasian_148_22.png,Caucasian_148_22,enrolled,Caucasian_148,Caucasian,12,Caucasian_148,39.0,98.0,99.0,100.0,10-12
4561,Caucasian_148/Caucasian_148_32.png,Caucasian_148_32,enrolled,Caucasian_148,Caucasian,12,Caucasian_148,56.0,100.0,99.0,100.0,10-12
4576,Caucasian_152/Caucasian_152_24.png,Caucasian_152_24,enrolled,Caucasian_152,Caucasian,10,Caucasian_152,39.0,99.0,95.0,100.0,10-12
4577,Caucasian_152/Caucasian_152_33.png,Caucasian_152_33,enrolled,Caucasian_152,Caucasian,10,Caucasian_152,58.0,100.0,98.0,100.0,10-12
4583,Caucasian_155/Caucasian_155_1.png,Caucasian_155_1,enrolled,Caucasian_155,Caucasian,3,Caucasian_155,35.0,99.0,100.0,100.0,1-3
4587,Caucasian_156/Caucasian_156_51.png,Caucasian_156_51,enrolled,Caucasian_156,Caucasian,7,Caucasian_156,32.0,100.0,100.0,100.0,7-9
4596,Caucasian_159/Caucasian_159_31.png,Caucasian_159_31,enrolled,Caucasian_159,Caucasian,3,Caucasian_159,44.0,100.0,93.0,100.0,1-3
4600,Caucasian_16/Caucasian_16_1.png,Caucasian_16_1,enrolled,Caucasian_16,Caucasian,2,Caucasian_16,32.0,98.0,99.0,100.0,1-3
4602,Caucasian_160/Caucasian_160_228.png,Caucasian_160_228,enrolled,Caucasian_160,Caucasian,9,Caucasian_160,49.0,100.0,99.0,100.0,7-9
4619,Caucasian_167/Caucasian_167_10.png,Caucasian_167_10,enrolled,Caucasian_167,Caucasian,6,Caucasian_167,40.0,100.0,96.0,100.0,4-6
4623,Caucasian_168/Caucasian_168_24.png,Caucasian_168_24,enrolled,Caucasian_168,Caucasian,4,Caucasian_168,38.0,98.0,96.0,100.0,4-6
4624,Caucasian_168/Caucasian_168_30.png,Caucasian_168_30,enrolled,Caucasian_168,Caucasian,4,Caucasian_168,41.0,91.0,95.0,100.0,4-6
4629,Caucasian_170/Caucasian_170_0.png,Caucasian_170_0,enrolled,Caucasian_170,Caucasian,7,Caucasian_170,29.0,100.0,87.0,100.0,7-9
4638,Caucasian_175/Caucasian_175_20.png,Caucasian_175_20,enrolled,Caucasian_175,Caucasian,1,Caucasian_175,39.0,99.0,99.0,100.0,1-3
4657,Caucasian_181/Caucasian_181_5.png,Caucasian_181_5,enrolled,Caucasian_181,Caucasian,8,Caucasian_181,29.0,99.0,98.0,99.0,7-9
4662,Caucasian_183/Caucasian_183_40.png,Caucasian_183_40,enrolled,Caucasian_183,Caucasian,2,Caucasian_183,33.0,98.0,100.0,100.0,1-3
4669,Caucasian_188/Caucasian_188_32.png,Caucasian_188_32,enrolled,Caucasian_188,Caucasian,5,Caucasian_188,40.0,94.0,96.0,100.0,4-6
4690,Caucasian_195/Caucasian_195_25.png,Caucasian_195_25,enrolled,Caucasian_195,Caucasian,7,Caucasian_195,40.0,100.0,100.0,100.0,7-9
4693,Caucasian_195/Caucasian_195_48.png,Caucasian_195_48,enrolled,Caucasian_195,Caucasian,6,Caucasian_195,33.0,100.0,96.0,100.0,4-6
4699,Caucasian_2/Caucasian_2_17.png,Caucasian_2_17,enrolled,Caucasian_2,Caucasian,1,Caucasian_2,51.0,96.0,97.0,100.0,1-3
4700,Caucasian_2/Caucasian_2_2.png,Caucasian_2_2,enrolled,Caucasian_2,Caucasian,2,Caucasian_2,33.0,100.0,100.0,100.0,1-3
4706,Caucasian_201/Caucasian_201_29.png,Caucasian_201_29,enrolled,Caucasian_201,Caucasian,11,Caucasian_201,55.0,100.0,99.0,100.0,10-12
4707,Caucasian_201/Caucasian_201_6.png,Caucasian_201_6,enrolled,Caucasian_201,Caucasian,11,Caucasian_201,45.0,98.0,94.0,100.0,10-12
4711,Caucasian_202/Caucasian_202_5.png,Caucasian_202_5,enrolled,Caucasian_202,Caucasian,3,Caucasian_202,34.0,98.0,96.0,100.0,1-3
4716,Caucasian_205/Caucasian_205_16.png,Caucasian_205_16,enrolled,Caucasian_205,Caucasian,6,Caucasian_205,64.0,98.0,98.0,100.0,4-6
4719,Caucasian_205/Caucasian_205_56.png,Caucasian_205_56,enrolled,Caucasian_205,Caucasian,7,Caucasian_205,49.0,100.0,99.0,100.0,7-9
4738,Caucasian_211/Caucasian_211_12.png,Caucasian_211_12,enrolled,Caucasian_211,Caucasian,8,Caucasian_211,32.0,99.0,96.0,100.0,7-9
4740,Caucasian_211/Caucasian_211_15.png,Caucasian_211_15,enrolled,Caucasian_211,Caucasian,10,Caucasian_211,39.0,100.0,97.0,100.0,10-12
4748,Caucasian_214/Caucasian_214_26.png,Caucasian_214_26,enrolled,Caucasian_214,Caucasian,10,Caucasian_214,32.0,95.0,100.0,100.0,10-12
4749,Caucasian_214/Caucasian_214_65.png,Caucasian_214_65,enrolled,Caucasian_214,Caucasian,15,Caucasian_214,36.0,100.0,98.0,100.0,13-15
4752,Caucasian_216/Caucasian_216_36.png,Caucasian_216_36,enrolled,Caucasian_216,Caucasian,1,Caucasian_216,35.0,97.0,100.0,100.0,1-3
4764,Caucasian_221/Caucasian_221_4.png,Caucasian_221_4,enrolled,Caucasian_221,Caucasian,7,Caucasian_221,30.0,100.0,99.0,100.0,7-9
4775,Caucasian_224/Caucasian_224_9.png,Caucasian_224_9,enrolled,Caucasian_224,Caucasian,5,Caucasian_224,56.0,100.0,99.0,100.0,4-6
4787,Caucasian_231/Caucasian_231_15.png,Caucasian_231_15,enrolled,Caucasian_231,Caucasian,2,Caucasian_231,34.0,83.0,99.0,100.0,1-3
4792,Caucasian_232/Caucasian_232_16.png,Caucasian_232_16,enrolled,Caucasian_232,Caucasian,6,Caucasian_232,41.0,87.0,99.0,100.0,4-6
4793,Caucasian_232/Caucasian_232_19.png,Caucasian_232_19,enrolled,Caucasian_232,Caucasian,8,Caucasian_232,34.0,100.0,89.0,100.0,7-9
4799,Caucasian_234/Caucasian_234_2.png,Caucasian_234_2,enrolled,Caucasian_234,Caucasian,8,Caucasian_234,31.0,86.0,99.0,100.0,7-9
4814,Caucasian_239/Caucasian_239_14.png,Caucasian_239_14,enrolled,Caucasian_239,Caucasian,5,Caucasian_239,31.0,100.0,97.0,100.0,4-6
4819,Caucasian_240/Caucasian_240_54.png,Caucasian_240_54,enrolled,Caucasian_240,Caucasian,3,Caucasian_240,33.0,100.0,100.0,100.0,1-3
4820,Caucasian_241/Caucasian_241_0.png,Caucasian_241_0,enrolled,Caucasian_241,Caucasian,7,Caucasian_241,81.0,100.0,100.0,100.0,7-9
