,Probe Image,Reference Image,Similarity Score,Probe Image Identity,Reference Image Identity,Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,DownwardCropOfTheFaceImage,UpwardCropOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,DownwardCropOfTheFaceImage.scalar,UpwardCropOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,Unnamed: 57,image_name,identity_name
539,m.027gsx3_0001,m.027gsx3_0002,0.60845244,m.027gsx3,m.027gsx3,../../../data/tests/images/adults_full_final/m.027gsx3_0001.jpg,28.103506,6.087537,0.394464,0.308293,0.018283,0.077461,0.0,7.07189,-35,0.94233,0.0,0.0,0.071089,0.119492,0.0,0.0,0.017027,79.062041,0.397518,3.037975,3.025316,1.150892,1.364719,2.269977,-3.138699,-1.030739,-12143.53418,0.0,88,97,76,90,100,100.0,100.0,88,17,100,100,100,99,79,100,100,98,61,52,100,100,8,1,100,100,100,19,100,,m.027gsx3_0001,m.027gsx3
9729,m.0dv9_5_0003,m.0dv9_5_0002,0.60827065,m.0dv9_5,m.0dv9_5,../../../data/tests/images/adults_full_final/m.0dv9_5_0003.jpg,24.444809,104.787873,0.693359,0.133919,0.005912,0.343447,0.0,6.08654,-35,0.774757,0.0,0.0,0.077445,0.006747,0.003542,0.0,0.060402,78.029423,0.37054,3.024647,3.101545,1.234684,1.464079,0.564398,-2.1453,-2.641997,9721.564453,0.0,64,53,90,21,73,100.0,100.0,76,17,100,100,100,100,96,100,100,94,60,34,100,100,16,3,100,100,100,95,100,,m.0dv9_5_0003,m.0dv9_5
11362,m.0dv9_5_0002,m.0dv9_5_0003,0.60827065,m.0dv9_5,m.0dv9_5,../../../data/tests/images/adults_full_final/m.0dv9_5_0002.jpg,25.995728,14.462587,0.024974,0.362303,0.030892,0.042079,0.0,7.427914,-36,0.889542,0.0,0.0,0.075243,0.009143,0.098291,0.0,0.109949,75.158497,0.386705,3.146387,3.186383,1.176608,1.409344,-3.642517,-4.73505,-1.563129,196.595551,0.076454,76,93,33,96,89,100.0,100.0,93,15,100,100,100,100,96,90,100,89,56,44,100,100,10,2,100,99,100,74,0,,m.0dv9_5_0002,m.0dv9_5
11366,m.03ym3g_0002,m.03ym3g_0003,0.6082536,m.03ym3g,m.03ym3g,../../../data/tests/images/adults_full_final/m.03ym3g_0002.jpg,21.609573,1.695553,0.062222,0.16225,0.033222,0.633431,0.0,6.154997,-32,0.938287,100.0,0.0,0.06219,0.006406,0.0,0.0,0.008216,80.27234,0.39025,3.128887,3.195459,1.165918,1.39654,20.667041,0.61954,2.940459,3188.04126,0.0,37,99,43,32,87,99.0,100.0,77,22,100,0,100,99,96,100,100,99,63,46,100,100,9,2,88,100,100,84,100,,m.03ym3g_0002,m.03ym3g
11305,m.0hnbj9t_0002,m.0hnbj9t_0003,0.60820645,m.0hnbj9t,m.0hnbj9t,../../../data/tests/images/adults_full_final/m.0hnbj9t_0002.jpg,28.79261,59.2629,0.033976,0.23015,0.041254,0.365721,0.0,6.956519,-41,0.923539,0.0,0.0,0.068936,0.0,0.000298,0.0,0.10937,81.16064,0.363449,2.962963,2.975309,1.251894,1.499522,-3.605486,0.047619,-1.585027,14184.359375,0.0,90,72,36,65,79,100.0,100.0,87,9,100,100,100,99,97,100,100,89,64,30,100,100,19,5,100,100,100,98,100,,m.0hnbj9t_0002,m.0hnbj9t
11380,m.06jp4q_0004,m.06jp4q_0006,0.60815966,m.06jp4q,m.06jp4q,../../../data/tests/images/adults_full_final/m.06jp4q_0004.jpg,28.409435,12.45803,0.494031,0.150851,0.017488,0.48237,0.0,6.599419,-37,0.944694,0.0,0.0,0.081214,0.0,0.0,0.0,0.00559,82.082467,0.360002,2.962963,2.975309,1.263881,1.51388,-9.315329,1.098032,0.818343,7808.377441,0.0,89,94,81,27,100,100.0,100.0,82,14,100,100,100,100,97,100,100,99,65,28,100,100,20,5,97,100,100,93,100,,m.06jp4q_0004,m.06jp4q
4855,m.02mhdv_0002,m.02mhdv_0003,0.6081451,m.02mhdv,m.02mhdv,../../../data/tests/images/adults_full_final/m.02mhdv_0002.jpg,21.562651,51.213055,0.195266,0.176987,0.015959,0.352906,0.0,6.412934,-13,0.911185,0.0,0.0,0.05675,0.006277,0.0,0.0,0.010809,85.169797,0.398264,2.880748,2.880748,1.142459,1.36844,9.482834,4.475637,2.326349,-3562.789551,0.0,37,76,61,39,100,100.0,100.0,80,57,100,100,100,98,96,100,100,99,68,52,100,100,7,1,97,99,100,57,100,,m.02mhdv_0002,m.02mhdv
11386,m.080nt98_0001,m.080nt98_0002,0.6081071,m.080nt98,m.080nt98,../../../data/tests/images/adults_full_final/m.080nt98_0001.jpg,18.05121,36.561155,0.14429,0.257924,0.03047,0.129943,0.0,7.228434,-3,0.937359,3.490172,0.0,0.0911,0.123473,0.0,0.0,0.070471,89.169631,0.385231,2.7414,2.752635,1.187598,1.408245,3.475643,-8.679431,-0.517007,-16939.816406,0.0,13,82,56,76,90,100.0,100.0,90,73,100,83,100,100,78,100,100,93,72,43,100,100,11,2,100,98,100,8,100,,m.080nt98_0001,m.080nt98
11396,m.02qys3__0002,m.02qys3__0003,0.60805345,m.02qys3_,m.02qys3_,../../../data/tests/images/adults_full_final/m.02qys3__0002.jpg,24.615789,67.598883,0.386593,0.311071,0.04269,0.280963,0.0,7.207519,-26,0.902239,0.0,0.0,0.075368,0.007091,0.0,0.0,0.004643,82.925402,0.352535,2.999063,2.999063,1.29065,1.545944,15.198377,-13.239973,-2.095854,3925.719482,0.0,65,68,75,90,77,100.0,100.0,90,32,100,100,100,100,96,100,100,100,66,25,100,100,25,7,93,95,100,86,100,,m.02qys3__0002,m.02qys3_
8827,m.05xrf6_0002,m.05xrf6_0001,0.60802364,m.05xrf6,m.05xrf6,../../../data/tests/images/adults_full_final/m.05xrf6_0002.jpg,21.548756,255.414171,0.377648,0.444772,0.049843,0.095056,0.0,7.715383,-41,0.762162,1.342311,0.0,0.066508,0.107442,0.0,0.0,0.001778,90.254861,0.378783,2.710944,2.733165,1.201215,1.438819,-4.259592,-9.00046,1.796599,-12687.530273,0.0,36,15,75,99,71,100.0,100.0,96,9,100,93,100,99,82,100,100,100,73,39,100,100,12,3,99,98,100,18,100,,m.05xrf6_0002,m.05xrf6
11400,m.0cx7k9_0002,m.0cx7k9_0003,0.608006,m.0cx7k9,m.0cx7k9,../../../data/tests/images/adults_full_final/m.0cx7k9_0002.jpg,22.750586,5.543892,0.050612,0.020492,0.000423,0.996076,0.0,3.653709,-13,0.893579,0.0,0.0,0.099749,0.007091,0.0,0.0,0.001013,82.394479,0.35258,2.925959,2.950342,1.290488,1.54575,5.432584,-8.280108,-0.577659,16558.263672,0.0,48,97,41,3,8,1.0,100.0,46,57,100,100,100,100,96,100,100,100,65,25,100,100,25,7,99,98,100,99,100,,m.0cx7k9_0002,m.0cx7k9
6223,m.0gy1zf9_0004,m.0gy1zf9_0003,0.6079955,m.0gy1zf9,m.0gy1zf9,../../../data/tests/images/adults_full_final/m.0gy1zf9_0004.jpg,23.660257,76.96836,0.293333,0.349245,0.058001,0.104347,0.0,7.478563,-43,0.933726,0.0,0.0,0.064691,0.066732,0.0,0.0,0.053524,84.165887,0.376501,3.090648,3.103634,1.208496,1.447539,23.803202,-6.263329,-2.185522,-2127.385742,0.0,56,64,69,95,65,100.0,100.0,93,6,100,100,100,99,90,100,100,95,67,37,100,100,13,3,84,99,100,64,100,,m.0gy1zf9_0004,m.0gy1zf9
11404,m.01tcy29_0003,m.01tcy29_0001,0.607983,m.01tcy29,m.01tcy29,../../../data/tests/images/adults_full_final/m.01tcy29_0003.jpg,19.239008,164.393916,0.25528,0.322449,0.023665,0.057574,0.0,7.232581,-10,0.815567,0.0,0.0,0.062319,0.116046,0.0,0.0,0.025703,84.579457,0.390162,2.890727,2.926861,1.166182,1.396855,11.004975,1.600775,0.116439,-7675.489746,0.0,19,33,66,92,96,100.0,100.0,90,62,100,100,100,99,80,100,100,97,67,46,100,100,9,2,96,100,100,37,100,,m.01tcy29_0003,m.01tcy29
11406,m.03j1r41_0003,m.03j1r41_0004,0.60794735,m.03j1r41,m.03j1r41,../../../data/tests/images/adults_full_final/m.03j1r41_0003.jpg,27.625343,2.359614,0.641873,0.072578,0.003821,0.742216,0.0,5.563441,-22,0.918902,3.3789,0.0,0.069992,0.035425,0.0,0.0,0.001523,84.169161,0.429276,2.891356,2.927498,1.0541,1.275402,-9.536259,2.895548,-0.559377,-3149.265137,0.0,86,99,88,7,55,97.0,100.0,70,40,100,83,100,99,94,100,100,100,67,80,100,100,3,1,97,100,100,59,100,,m.03j1r41_0003,m.03j1r41
7199,m.0c02l0_0004,m.0c02l0_0001,0.60793734,m.0c02l0,m.0c02l0,../../../data/tests/images/adults_full_final/m.0c02l0_0004.jpg,28.345222,30.050559,0.783287,0.297356,0.017726,0.048131,0.0,7.08947,49,0.940909,0.0,0.0,0.056345,0.114676,0.058728,0.0,0.093806,90.370164,0.37061,2.823529,2.882353,1.227707,1.47055,19.8515,-1.273989,1.479409,-3188.172607,0.0,89,86,93,88,100,100.0,100.0,89,100,100,100,100,97,81,94,100,91,73,34,100,100,15,4,88,100,100,59,100,,m.0c02l0_0004,m.0c02l0
7111,m.0c02l0_0001,m.0c02l0_0004,0.60793734,m.0c02l0,m.0c02l0,../../../data/tests/images/adults_full_final/m.0c02l0_0001.jpg,26.974543,161.396777,0.546875,0.185734,0.004158,0.071388,0.0,6.050698,-37,0.950894,3.23618,0.0,0.064834,0.0,0.228309,0.0,0.084665,91.594283,0.363924,3.061085,2.997839,1.250261,1.497566,30.331174,-8.352066,-3.555871,6765.166992,0.0,82,34,83,43,59,100.0,100.0,76,14,100,84,100,99,97,77,100,92,75,30,100,100,18,5,74,98,100,91,100,,m.0c02l0_0001,m.0c02l0
6609,m.01x4d5_0001,m.01x4d5_0004,0.60791564,m.01x4d5,m.01x4d5,../../../data/tests/images/adults_full_final/m.01x4d5_0001.jpg,24.916235,181.716923,0.143901,0.509455,0.06336,0.095324,0.0,7.600499,-8,0.935533,0.0,0.0,0.111943,0.007632,0.0,0.0,0.003333,88.607774,0.327586,2.738636,2.806818,1.39658,1.656054,6.714619,-10.505277,-1.567646,9682.705078,0.0,68,29,56,99,61,100.0,100.0,95,65,100,100,100,100,96,100,100,100,72,16,100,100,49,19,99,97,100,95,100,,m.01x4d5_0001,m.01x4d5
1265,m.026zhxp_0001,m.026zhxp_0006,0.60790795,m.026zhxp,m.026zhxp,../../../data/tests/images/adults_full_final/m.026zhxp_0001.jpg,23.948801,178.427336,0.337191,0.143268,0.016213,0.455651,0.0,6.235495,-35,0.884497,0.0,0.0,0.101435,0.10286,0.007942,0.0,0.1159,90.667293,0.388879,2.744275,2.699833,1.17646,1.395037,6.926594,2.303412,-0.78066,-10931.189453,0.0,59,30,72,24,100,100.0,100.0,78,17,100,100,100,100,83,99,100,88,74,46,100,100,10,2,99,100,100,23,100,,m.026zhxp_0001,m.026zhxp
4245,m.0qjk19h_0001,m.0qjk19h_0002,0.6078724,m.0qjk19h,m.0qjk19h,../../../data/tests/images/adults_full_final/m.0qjk19h_0001.jpg,15.768577,205.01464,0.334877,0.368717,0.049436,0.082744,0.0,7.327992,-38,0.89222,0.0,0.0,0.115556,0.037083,0.025191,0.0,0.171979,86.978118,0.343759,2.790509,2.860272,1.330874,1.57814,8.575098,-9.084472,-2.261726,5908.026855,0.116633,6,24,72,97,71,100.0,100.0,92,13,100,100,100,100,94,97,100,83,70,21,100,100,33,10,98,98,100,90,0,,m.0qjk19h_0001,m.0qjk19h
11410,m.03clrkq_0001,m.03clrkq_0002,0.6078626,m.03clrkq,m.03clrkq,../../../data/tests/images/adults_full_final/m.03clrkq_0001.jpg,27.128046,0.333188,0.663495,0.286811,0.009841,0.020272,0.0,6.608715,-38,0.969104,2.659729,0.0,0.083677,0.100579,0.0,0.0,0.007586,84.512648,0.397696,2.844432,2.91584,1.150375,1.364106,6.16553,-10.111386,-0.305941,-14670.597656,0.0,83,100,88,85,92,100.0,100.0,83,13,100,87,100,100,84,100,100,99,67,52,100,100,8,1,99,97,100,13,100,,m.03clrkq_0001,m.03clrkq
11416,m.0cmlvs0_0004,m.0cmlvs0_0005,0.60778403,m.0cmlvs0,m.0cmlvs0,../../../data/tests/images/adults_full_final/m.0cmlvs0_0004.jpg,26.441483,78.085162,0.776817,0.191289,0.010478,0.190626,0.0,6.648384,-40,0.917901,11.304197,0.0,0.070578,0.006601,0.0,0.0,0.009761,84.364622,0.378752,2.867262,2.951593,1.201314,1.438936,10.29645,-6.808179,-1.288021,8458.445312,0.0,79,64,93,46,94,100.0,100.0,83,10,100,49,100,99,96,100,100,99,67,39,100,100,12,3,97,99,100,94,100,,m.0cmlvs0_0004,m.0cmlvs0
11420,m.05_zc7_0003,m.05_zc7_0002,0.6077691,m.05_zc7,m.05_zc7,../../../data/tests/images/adults_full_final/m.05_zc7_0003.jpg,22.98365,32.823201,0.056933,0.162306,0.019024,0.499596,0.0,6.632544,-17,0.968102,0.0,0.0,0.082275,0.006803,0.0,0.0,0.006496,80.270876,0.3675,2.986567,3.011559,1.238095,1.482993,-4.485712,-6.849318,0.597556,12157.185547,0.0,50,84,42,32,99,100.0,100.0,83,49,100,100,100,100,96,100,100,99,63,32,100,100,17,4,99,99,100,97,100,,m.05_zc7_0003,m.05_zc7
11418,m.05_zc7_0002,m.05_zc7_0003,0.6077691,m.05_zc7,m.05_zc7,../../../data/tests/images/adults_full_final/m.05_zc7_0002.jpg,24.097231,92.533752,0.591051,0.281408,0.011277,0.056392,0.0,6.753353,42,0.949512,4.616258,0.0,0.10255,0.0,0.0,0.0,0.004571,76.01866,0.365077,3.092105,3.171053,1.246312,1.492836,1.269515,-11.139147,-0.587644,1189.28479,0.287194,60,58,85,84,95,100.0,100.0,84,99,100,77,100,100,97,100,100,100,57,31,100,100,18,4,100,96,100,78,0,,m.05_zc7_0002,m.05_zc7
1617,m.026wyv8_0003,m.026wyv8_0001,0.60773283,m.026wyv8,m.026wyv8,../../../data/tests/images/adults_full_final/m.026wyv8_0003.jpg,17.707279,82.319675,0.067867,0.361021,0.074886,0.282136,0.0,7.487528,1,0.910638,0.0,0.0,0.115118,0.007795,0.0,0.0,0.003929,91.691689,0.320705,2.67033,2.725275,1.426546,1.691587,-7.042089,-9.482566,-0.082827,134.552826,0.0,12,62,45,96,54,100.0,100.0,94,78,100,100,100,100,96,100,100,100,75,14,100,100,57,25,98,97,100,74,100,,m.026wyv8_0003,m.026wyv8
5467,m.026wyv8_0001,m.026wyv8_0003,0.60773283,m.026wyv8,m.026wyv8,../../../data/tests/images/adults_full_final/m.026wyv8_0001.jpg,17.139788,38.222861,0.533737,0.181924,0.019783,0.372938,0.0,6.587753,-27,0.974155,100.0,0.0,0.104207,0.007018,0.0,0.0,0.02989,80.312042,0.35625,2.974768,3.024764,1.284211,1.522807,-5.001481,0.163448,-0.921857,33.148003,0.0,10,82,83,41,99,100.0,100.0,82,30,100,0,100,100,96,100,100,97,63,27,100,100,24,6,99,100,100,73,100,,m.026wyv8_0001,m.026wyv8
10159,m.064h69_0004,m.064h69_0002,0.60770226,m.064h69,m.064h69,../../../data/tests/images/adults_full_final/m.064h69_0004.jpg,18.271217,46.718005,0.066939,0.171554,0.01711,0.419734,0.0,6.640364,-25,0.915565,0.0,0.0,0.128069,0.096923,0.0,0.138359,0.044514,84.275365,0.36203,2.867262,2.951593,1.256802,1.505401,-9.956877,2.138941,-1.379411,-7843.582031,0.353061,14,78,44,36,100,100.0,100.0,83,34,100,100,100,100,85,100,86,96,67,29,100,100,19,5,97,100,100,36,0,,m.064h69_0004,m.064h69
11430,m.064h69_0002,m.064h69_0004,0.60770226,m.064h69,m.064h69,../../../data/tests/images/adults_full_final/m.064h69_0002.jpg,14.977708,77.523217,0.302469,0.193924,0.009966,0.194315,0.0,6.608743,-12,0.812758,0.0,0.0,0.10789,0.0,0.0,0.0,0.00988,86.041181,0.338752,2.891356,2.927498,1.350544,1.601465,-15.263708,-13.509878,3.630312,-7370.484375,0.072921,4,64,70,47,92,100.0,100.0,83,58,100,100,100,100,97,100,100,99,69,20,100,100,38,12,93,95,100,38,0,,m.064h69_0002,m.064h69
2995,m.0gdngwx_0001,m.0gdngwx_0002,0.60765696,m.0gdngwx,m.0gdngwx,../../../data/tests/images/adults_full_final/m.0gdngwx_0001.jpg,18.025684,31.026005,0.046832,0.322957,0.035333,0.124699,0.0,7.371418,-11,0.973237,3.821363,0.0,0.078043,0.075778,0.020723,0.0,0.061814,89.502442,0.368854,2.938048,2.999771,1.233551,1.47755,25.16699,-9.430328,-4.840636,7333.274414,0.0,13,85,40,92,85,100.0,100.0,92,60,100,81,100,100,89,98,100,94,73,33,100,100,16,4,82,97,99,92,100,,m.0gdngwx_0001,m.0gdngwx
11432,m.0gdngwx_0002,m.0gdngwx_0001,0.60765696,m.0gdngwx,m.0gdngwx,../../../data/tests/images/adults_full_final/m.0gdngwx_0002.jpg,19.06909,45.093889,0.113866,0.115382,0.004457,0.437676,0.0,5.987377,-12,0.964272,0.0,0.0,0.090666,0.0,0.0349,0.0,0.039528,88.155366,0.356428,2.938048,2.999771,1.283571,1.522048,23.233864,-14.399393,-4.3164,-3557.748535,0.0,18,78,52,16,62,100.0,100.0,75,58,100,100,100,100,97,97,100,96,71,27,100,100,24,6,84,94,99,57,100,,m.0gdngwx_0002,m.0gdngwx
11434,m.02qv04__0002,m.02qv04__0001,0.60763705,m.02qv04_,m.02qv04_,../../../data/tests/images/adults_full_final/m.02qv04__0002.jpg,27.078094,54.935768,0.411765,0.086041,0.004232,0.615006,0.0,5.793983,-36,0.959353,4.448864,0.0,0.077049,0.048414,0.0,0.0,0.000374,86.310603,0.416318,2.82539,2.82539,1.092916,1.309097,4.816522,14.540412,2.086348,6717.651367,0.033941,83,74,77,9,59,100.0,100.0,72,15,100,78,100,100,93,100,100,100,69,68,100,100,4,1,99,94,100,91,0,,m.02qv04__0002,m.02qv04_
8951,m.0m0q41d_0004,m.0m0q41d_0003,0.6075835,m.0m0q41d,m.0m0q41d,../../../data/tests/images/adults_full_final/m.0m0q41d_0004.jpg,23.227562,47.615129,0.548611,0.232709,0.006082,0.070202,0.0,6.231329,-30,0.907397,0.0,0.442125,0.110727,0.006849,0.0,0.0,0.002659,85.003258,0.365002,2.835294,2.870588,1.253417,1.486293,0.501624,0.194398,-0.804641,-8741.49707,0.061709,52,77,84,66,74,100.0,100.0,78,25,100,100,56,100,96,100,100,100,68,31,100,100,19,4,100,100,100,32,0,,m.0m0q41d_0004,m.0m0q41d
11436,m.05gbz_0003,m.05gbz_0001,0.60751975,m.05gbz,m.05gbz,../../../data/tests/images/adults_full_final/m.05gbz_0003.jpg,19.331429,63.533185,0.447531,0.64163,0.011533,0.0,0.0,6.644839,-7,0.975331,0.0,0.0,0.040613,0.162305,0.0,0.0,0.007911,93.078821,0.387841,2.645161,2.655914,1.166717,1.411663,-2.358107,-7.921695,1.153532,-15625.644531,0.0,20,70,79,96,96,100.0,100.0,83,67,100,100,100,89,65,100,100,99,76,45,100,100,9,2,100,98,100,11,100,,m.05gbz_0003,m.05gbz
11407,m.03j1r41_0003,m.03j1r41_0002,0.60751855,m.03j1r41,m.03j1r41,../../../data/tests/images/adults_full_final/m.03j1r41_0003.jpg,27.625343,2.359614,0.641873,0.072578,0.003821,0.742216,0.0,5.563441,-22,0.918902,3.3789,0.0,0.069992,0.035425,0.0,0.0,0.001523,84.169161,0.429276,2.891356,2.927498,1.0541,1.275402,-9.536259,2.895548,-0.559377,-3149.265137,0.0,86,99,88,7,55,97.0,100.0,70,40,100,83,100,99,94,100,100,100,67,80,100,100,3,1,97,100,100,59,100,,m.03j1r41_0003,m.03j1r41
11315,m.03j1r41_0002,m.03j1r41_0003,0.60751855,m.03j1r41,m.03j1r41,../../../data/tests/images/adults_full_final/m.03j1r41_0002.jpg,27.050501,51.409926,0.310547,0.058462,0.0018,0.877499,0.0,4.652197,-5,0.947781,0.0,0.0,0.061485,0.0,0.0,0.0,0.004401,80.327797,0.406113,3.038705,3.155578,1.132688,1.329678,-16.533579,3.589554,-1.495972,2332.850098,0.0,83,76,70,6,30,64.0,100.0,58,70,100,100,100,98,97,100,100,100,63,59,100,100,6,1,92,100,100,81,100,,m.03j1r41_0002,m.03j1r41
10873,m.0cm9sy__0001,m.0cm9sy__0003,0.60749924,m.0cm9sy_,m.0cm9sy_,../../../data/tests/images/adults_full_final/m.0cm9sy__0001.jpg,22.200733,29.52166,0.097778,0.251759,0.032092,0.135357,0.0,7.039488,-8,0.977613,0.0,0.0,0.087515,0.181208,0.007923,0.0,0.128345,82.355598,0.41412,2.97291,3.022875,1.098716,1.316044,13.570973,-10.471899,-1.661584,-12253.547852,0.0,42,86,50,74,88,100.0,100.0,88,65,100,100,100,100,58,99,100,87,65,66,100,100,5,1,94,97,100,19,100,,m.0cm9sy__0001,m.0cm9sy_
4457,m.0cm9sy__0003,m.0cm9sy__0001,0.60749924,m.0cm9sy_,m.0cm9sy_,../../../data/tests/images/adults_full_final/m.0cm9sy__0003.jpg,24.501074,108.558407,0.624426,0.314997,0.017107,0.061855,0.0,7.029683,-15,0.919105,0.0,0.0,0.046441,0.055927,0.0,0.0,0.006491,81.179692,0.357607,2.975309,2.962963,1.251373,1.544992,3.812922,-16.520371,-1.312098,-7346.621582,0.0,64,52,87,91,100,100.0,100.0,88,53,100,100,100,93,92,100,100,99,64,27,100,100,18,7,100,92,100,38,100,,m.0cm9sy__0003,m.0cm9sy_
8279,m.0809psc_0001,m.0809psc_0003,0.6074948,m.0809psc,m.0809psc,../../../data/tests/images/adults_full_final/m.0809psc_0001.jpg,26.884003,92.932219,0.419592,0.230443,0.011401,0.104244,0.0,6.76768,-34,0.923026,0.0,0.0,0.103707,0.089677,0.0,0.0,0.025031,93.497326,0.391282,2.652017,2.695493,1.169234,1.386468,10.249103,-2.595696,-0.982902,-10701.836914,0.0,82,58,77,65,96,100.0,100.0,85,18,100,100,100,100,86,100,100,97,76,47,100,100,9,2,97,100,100,24,100,,m.0809psc_0001,m.0809psc
11440,m.0h3tvly_0001,m.0h3tvly_0003,0.60748696,m.0h3tvly,m.0h3tvly,../../../data/tests/images/adults_full_final/m.0h3tvly_0001.jpg,23.214754,2.868871,0.66482,0.280324,0.013701,0.060748,0.0,6.898882,-14,0.901524,10.308438,0.0,0.089902,0.056694,0.0,0.0,0.008455,95.31518,0.352768,2.578947,2.631579,1.289799,1.544924,4.660749,-2.589083,1.379861,-13266.068359,0.0,52,98,88,83,99,100.0,100.0,86,55,100,53,100,100,92,100,100,99,78,25,100,100,25,7,99,100,100,16,100,,m.0h3tvly_0001,m.0h3tvly
4543,m.06zk82_0001,m.06zk82_0002,0.6074401,m.06zk82,m.06zk82,../../../data/tests/images/adults_full_final/m.06zk82_0001.jpg,27.676596,241.010862,0.58494,0.348172,0.022916,0.054899,0.0,7.197648,-45,0.923084,3.054598,0.0,0.080357,0.132636,0.0,0.0,0.021975,86.216271,0.396268,2.799806,2.905681,1.154522,1.369024,9.612024,-9.405192,-1.07093,-15430.438477,0.0,86,17,85,95,97,100.0,100.0,90,4,100,85,100,100,75,100,100,98,69,51,100,100,8,1,97,97,100,11,100,,m.06zk82_0001,m.06zk82
1977,m.06zlf92_0001,m.06zlf92_0003,0.6074325,m.06zlf92,m.06zlf92,../../../data/tests/images/adults_full_final/m.06zlf92_0001.jpg,22.95632,155.321488,0.041633,0.170231,0.004429,0.148009,0.0,6.088014,-30,0.930372,1.725203,0.0,0.099632,0.084391,0.0,0.0,0.002691,86.071496,0.386252,2.858626,2.846862,1.18446,1.404523,9.025203,-5.263037,-2.114558,-9577.354492,0.0,50,36,39,36,61,100.0,100.0,76,25,100,91,100,100,87,100,100,100,69,44,100,100,10,2,98,99,100,29,100,,m.06zlf92_0001,m.06zlf92
9317,m.07bblg_0004,m.07bblg_0002,0.60742784,m.07bblg,m.07bblg,../../../data/tests/images/adults_full_final/m.07bblg_0004.jpg,21.363802,4.944649,0.423324,0.154713,0.018968,0.489758,0.0,6.624383,5,0.928979,5.248254,0.0,0.116306,0.0,0.0,0.0,0.013181,83.886972,0.348311,3.037002,3.024347,1.313483,1.557518,-19.602106,-15.067343,4.089056,-6805.375488,0.0,35,97,77,29,99,100.0,100.0,83,83,100,74,100,100,97,100,100,99,67,23,100,100,30,8,89,93,99,41,100,,m.07bblg_0004,m.07bblg
9117,m.04jm0kz_0001,m.04jm0kz_0003,0.6074093,m.04jm0kz,m.04jm0kz,../../../data/tests/images/adults_full_final/m.04jm0kz_0001.jpg,24.728441,60.984509,0.31713,0.160847,0.007874,0.248519,0.0,6.347736,-21,0.971543,0.0,0.0,0.100004,0.110768,0.0,0.0,0.039541,91.292002,0.363924,2.681157,2.714122,1.257131,1.490696,4.540496,-7.497402,-1.079438,-14718.227539,0.0,66,71,71,31,85,100.0,100.0,79,42,100,100,100,100,82,100,100,96,74,30,100,100,19,4,99,98,100,13,100,,m.04jm0kz_0001,m.04jm0kz
11450,m.04jm0kz_0003,m.04jm0kz_0001,0.6074093,m.04jm0kz,m.04jm0kz,../../../data/tests/images/adults_full_final/m.04jm0kz_0003.jpg,18.592228,88.795267,0.644082,0.095062,0.000677,0.588466,0.0,4.748414,3,0.96763,0.0,0.0,0.090418,0.113137,0.0,0.0,0.015014,90.137616,0.356305,2.71893,2.775106,1.276996,1.529589,9.089982,-15.876665,-1.721218,-13870.09082,0.0,16,59,88,11,12,100.0,100.0,59,81,100,100,100,100,81,100,100,98,73,27,100,100,23,6,98,93,100,15,100,,m.04jm0kz_0003,m.04jm0kz
4183,m.02plz65_0002,m.02plz65_0004,0.60740244,m.02plz65,m.02plz65,../../../data/tests/images/adults_full_final/m.02plz65_0002.jpg,21.386776,32.155977,0.680055,0.411817,0.029716,0.033004,0.000352,7.451514,-36,0.952564,0.0,0.0,0.085642,0.0,0.0,0.0,0.011531,88.033672,0.343895,2.749822,2.795274,1.330346,1.577514,-1.444873,-6.220379,1.100334,-15533.768555,0.0,35,85,89,99,90,100.0,97.0,93,15,100,100,100,100,97,100,100,99,71,21,100,100,33,10,100,99,100,11,100,,m.02plz65_0002,m.02plz65
